date,team_1,team_2,team_1_goals,team_2_goals,tournament,is_team_1_home,is_team_2_home,is_neutral,team_1_betfair_odds,draw_betfair_odds,team_2_betfair_odds,year,month,match_id,result,tournament_cat,team_1_fifa,team_2_fifa,game_id,team_1_result,team_2_result,team_1_goals_against,team_2_goals_against,k_val,team_1_elo,team_2_elo,team_1_elo_prob,last_10_result_team_1,last_10_goals_team_1,last_10_goals_against_team_1,world_cup_wins_team_1,world_cup_games_team_1,last_10_result_team_2,last_10_goals_team_2,last_10_goals_against_team_2,world_cup_wins_team_2,world_cup_games_team_2
1998-07-31,Kenya,Djibouti,3,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,7,11,win,African Cup of Nations Qualifiers,366,21,11,1,0,0,3,40,1502.8012999960577,1500,0.6437715875315653,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-07-31,Libya,Algeria,0,2,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,7,12,lose,African Cup of Nations Qualifiers,134,436,12,0,1,2,0,40,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-01,Namibia,Malawi,2,1,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,13,win,African Cup of Nations Qualifiers,428,364,13,1,0,1,2,40,1500,1504.0201233890314,0.634716477903995,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-01,Palau,Guam,2,15,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,14,lose,Friendly,NA,4,14,0,1,15,2,20,1500,1510,0.626699081666732,0,2,15,0,0,NA,NA,NA,0,0
1998-08-01,Uganda,Rwanda,5,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,15,win,African Cup of Nations Qualifiers,342,147,15,1,0,0,5,40,1497.1987000039423,1500,0.6363416309207113,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-02,Botswana,Mozambique,0,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,16,draw,African Cup of Nations Qualifiers,138,413,16,0.5,0.5,0,0,40,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-02,Burundi,Tanzania,1,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,17,win,African Cup of Nations Qualifiers,205,250,17,1,0,0,1,40,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-02,Chad,Congo,1,1,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,18,draw,African Cup of Nations Qualifiers,126,342,18,0.5,0.5,1,1,40,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-02,Equatorial Guinea,Gabon,0,2,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,19,lose,African Cup of Nations Qualifiers,48,419,19,0,1,2,0,40,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-02,Lesotho,Mauritius,1,1,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,20,draw,African Cup of Nations Qualifiers,181,200,20,0.5,0.5,1,1,40,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-02,Mali,Cape Verde,3,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,21,win,African Cup of Nations Qualifiers,430,NA,21,1,0,0,3,40,1489.4866608169177,1492.8012999960577,0.6356575322779989,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-02,Niger,Liberia,2,1,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,22,win,African Cup of Nations Qualifiers,124,345,22,1,0,1,2,40,1500.1920231025056,1500,0.6403196183646389,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-02,Sao Tome and Principe,Togo,0,4,African Cup of Nations 2000 Qualifiers,FALSE,FALSE,TRUE,NA,NA,NA,1998,8,23,lose,African Cup of Nations Qualifiers,NA,449,23,0,1,4,0,40,1500,1500,0.5,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-02,Swaziland,Madagascar,1,2,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,24,lose,African Cup of Nations Qualifiers,155,189,24,0,1,2,1,40,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-03,Guam,Northern Mariana Islands,0,3,Friendly,FALSE,FALSE,TRUE,NA,NA,NA,1998,8,25,lose,Friendly,4,NA,25,0,1,3,0,20,1547.601944900004,1490,0.5821446044556783,NA,NA,NA,0,0,0.5,2,1,0,0
1998-08-09,Benin,Niger,1,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,26,draw,Friendly,200,124,26,0.5,0.5,1,1,20,1487.1987000039423,1514.57923836792,0.6030120433447184,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-12,Azerbaijan,Georgia,1,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,27,win,Friendly,357,508,27,1,0,0,1,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-14,Algeria,Libya,3,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,28,win,African Cup of Nations Qualifiers,436,134,28,1,0,0,3,40,1538.4038999881732,1461.5961000118268,0.7345414095149193,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-15,Kenya,Djibouti,9,1,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,29,win,African Cup of Nations Qualifiers,366,21,29,1,0,1,9,40,1527.737288868848,1475.0640111272096,0.7065855217127543,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-15,Malawi,Namibia,0,1,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,30,lose,African Cup of Nations Qualifiers,364,428,30,0,1,1,0,40,1489.408782505191,1514.6113408838403,0.6060094570220198,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-15,Mozambique,Botswana,2,1,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,31,win,African Cup of Nations Qualifiers,413,138,31,1,0,1,2,40,1505.6025999921153,1494.3974000078847,0.6547870486635327,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-15,Tanzania,Burundi,0,1,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,32,lose,African Cup of Nations Qualifiers,250,205,32,0,1,1,0,40,1485.6025999921153,1514.3974000078847,0.6010615218179396,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-15,Thailand,Uzbekistan,4,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,33,win,Friendly,442,412,33,1,0,1,4,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-16,Angola,Benin,2,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,34,win,African Cup of Nations Qualifiers,489,200,34,1,0,0,2,40,1500,1485.138459137048,0.659529042343349,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-16,Cape Verde,Mali,0,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,35,draw,African Cup of Nations Qualifiers,NA,430,35,0.5,0.5,0,0,40,1467.2973272555175,1514.9906335574578,0.5747117735860646,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-16,Congo,Chad,0,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,36,draw,African Cup of Nations Qualifiers,342,126,36,0.5,0.5,0,0,40,1505.6025999921153,1494.3974000078847,0.6547870486635327,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-16,Gabon,Equatorial Guinea,3,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,37,win,African Cup of Nations Qualifiers,419,48,37,1,0,0,3,40,1538.4038999881732,1461.5961000118268,0.7345414095149193,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-16,Liberia,Niger,2,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,38,win,African Cup of Nations Qualifiers,345,124,38,1,0,0,2,40,1485.6127847345856,1516.6394792348144,0.5979768249610009,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-16,Lithuania,Moldova,1,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,39,draw,Friendly,520,353,39,0.5,0.5,1,1,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-16,Rwanda,Uganda,0,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,40,draw,African Cup of Nations Qualifiers,147,342,40,0.5,0.5,0,0,40,1470.9073304736569,1526.2913695302855,0.5638569051773312,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-18,Armenia,Lebanon,1,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,41,win,Friendly,399,341,41,1,0,0,1,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-18,Poland,Israel,2,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,42,win,Friendly,586,562,42,1,0,0,2,20,1512.8012999960577,1500,0.6568609242951086,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-18,Togo,Sao Tome and Principe,2,0,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,43,win,African Cup of Nations Qualifiers,449,NA,43,1,0,0,2,40,1537.5,1462.5,0.7325072897556676,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Austria,France,2,2,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,44,draw,Friendly,635,787,44,0.5,0.5,2,2,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Bosnia-Herzegovina,Faroe Islands,1,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,45,win,Euro Qualifiers,364,352,45,1,0,0,1,40,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Cyprus,Albania,3,2,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,46,win,Friendly,498,385,46,1,0,2,3,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Czech Republic,Denmark,1,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,47,win,Friendly,727,653,47,1,0,0,1,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Hungary,Slovenia,2,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,48,win,Friendly,528,433,48,1,0,1,2,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Iceland,Latvia,4,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,49,win,Friendly,504,473,49,1,0,1,4,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Lithuania,Belarus,0,3,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,50,lose,Friendly,520,383,50,0,1,3,0,20,1497.1987000039423,1500,0.6363416309207113,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Norway,Romania,0,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,51,draw,Friendly,678,697,51,0.5,0.5,0,0,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Portugal,Mozambique,2,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,52,win,Friendly,641,413,52,1,0,1,2,20,1500,1519.411118045574,0.6139405901550006,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Slovakia,Finland,0,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,53,draw,Friendly,597,510,53,0.5,0.5,0,0,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Sweden,Russia,1,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,54,win,Friendly,659,573,54,1,0,0,1,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-19,Ukraine,Georgia,4,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,55,win,Friendly,565,508,55,1,0,0,4,20,1487.1987000039423,1492.8012999960577,0.6326018540132218,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-20,Estonia,Moldova,0,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,56,lose,Friendly,382,353,56,0,1,1,0,20,1500,1502.8012999960577,0.6363416309207113,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-23,Burkina Faso,Togo,1,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,57,draw,Friendly,415,449,57,0.5,0.5,1,1,20,1507.1987000039423,1553.5495626146599,0.5765994710888953,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-23,Mauritius,Lesotho,3,1,African Cup of Nations 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,58,win,African Cup of Nations Qualifiers,200,181,58,1,0,1,3,40,1505.6025999921153,1494.3974000078847,0.6547870486635327,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-30,Burkina Faso,Ivory Coast,1,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,59,draw,Friendly,415,553,59,0.5,0.5,1,1,20,1505.6667105821643,1492.609276893552,0.6571931746868314,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-08-31,Burkina Faso,Senegal,1,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,8,60,draw,Friendly,415,401,60,0.5,0.5,1,1,20,1502.5228470884276,1517.7120391870246,0.6196847236194404,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-02,Malta,Germany,1,2,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,61,lose,Friendly,274,738,61,0,1,2,1,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-02,Morocco,Senegal,2,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,62,win,Friendly,632,401,62,1,0,0,2,20,1500,1520.1057336594135,0.6129924379552729,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-02,Romania,Liechtenstein,7,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,63,win,Euro Qualifiers,697,212,63,1,0,0,7,40,1502.8012999960577,1500,0.6437715875315653,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-02,Serbia,Switzerland,1,1,Friendly,FALSE,FALSE,FALSE,NA,NA,NA,1998,9,64,draw,Friendly,733,493,64,0.5,0.5,1,1,20,1500,1500,0.5,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Armenia,Andorra,3,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,65,win,Euro Qualifiers,399,111,65,1,0,1,3,40,1507.1987000039423,1500,0.6495553605639253,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Austria,Israel,1,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,66,draw,Euro Qualifiers,635,562,66,0.5,0.5,1,1,40,1497.1987000039423,1489.7058277288534,0.6499407350386821,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Belarus,Denmark,0,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,67,draw,Euro Qualifiers,383,653,67,0.5,0.5,0,0,40,1522.2719570822248,1492.8012999960577,0.6781522063156848,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Bosnia-Herzegovina,Estonia,1,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,68,draw,Euro Qualifiers,364,382,68,0.5,0.5,1,1,40,1514.3974000078847,1487.2731673815858,0.6751970552789752,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Cyprus,Spain,3,2,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,69,win,Euro Qualifiers,498,704,69,1,0,2,3,40,1507.1987000039423,1500,0.6495553605639253,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Finland,Moldova,3,2,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,70,win,Euro Qualifiers,510,353,70,1,0,2,3,40,1502.8012999960577,1515.5281326144718,0.6230195890359526,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Georgia,Albania,1,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,71,win,Euro Qualifiers,508,385,71,1,0,0,1,40,1479.0238695215535,1492.8012999960577,0.6215981291803259,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Germany,Romania,1,1,Friendly,FALSE,FALSE,TRUE,NA,NA,NA,1998,9,72,draw,Friendly,738,697,72,0.5,0.5,1,1,20,1512.8012999960577,1534.8618571182167,0.46829490292132714,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Iceland,France,1,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,73,draw,Euro Qualifiers,504,787,73,0.5,0.5,1,1,40,1512.597725006899,1502.8012999960577,0.6529516618956783,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Ireland,Croatia,2,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,74,win,Euro Qualifiers,550,742,74,1,0,0,2,40,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Lithuania,Scotland,0,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,75,draw,Euro Qualifiers,520,595,75,0.5,0.5,0,0,40,1474.9267429217175,1500,0.6061871578708766,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Slovakia,Azerbaijan,3,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,76,win,Euro Qualifiers,597,357,76,1,0,0,3,40,1497.1987000039423,1507.1987000039423,0.626699081666732,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Sweden,England,2,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,77,win,Euro Qualifiers,659,695,77,1,0,1,2,40,1507.1987000039423,1500,0.6495553605639253,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Turkey,Northern Ireland,3,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,78,win,Euro Qualifiers,530,463,78,1,0,0,3,40,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Ukraine,Russia,3,2,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,79,win,Euro Qualifiers,565,573,79,1,0,2,3,40,1500.9761304784465,1492.8012999960577,0.6508333674996335,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-05,Wales,Italy,0,2,Euro 2000 Qualifiers,FALSE,FALSE,TRUE,NA,NA,NA,1998,9,80,lose,Euro Qualifiers,443,742,80,0,1,2,0,40,1500,1500,0.5,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-06,Bulgaria,Poland,0,3,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,81,lose,Euro Qualifiers,579,586,81,0,1,3,0,40,1500,1523.0954722672043,0.6089017334254713,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-06,Faroe Islands,Czech Republic,0,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,82,lose,Euro Qualifiers,352,727,82,0,1,1,0,40,1485.6025999921153,1507.1987000039423,0.6109551996160449,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-06,Greece,Slovenia,2,2,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,83,draw,Euro Qualifiers,569,433,83,0.5,0.5,2,2,40,1500,1492.8012999960577,0.6495553605639253,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-06,Hungary,Portugal,1,3,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,84,lose,Euro Qualifiers,528,641,84,0,1,3,1,40,1507.1987000039423,1507.7211881969,0.6393717926995962,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-06,Macedonia,Malta,4,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,85,win,Euro Qualifiers,490,274,85,1,0,0,4,40,1500,1487.1987000039423,0.6568609242951086,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-06,Norway,Latvia,1,3,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,86,lose,Euro Qualifiers,678,473,86,0,1,3,1,40,1497.1987000039423,1487.402274993101,0.6529516618956783,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-06,Swaziland,Ghana,0,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,87,lose,Friendly,155,547,87,0,1,1,0,20,1474.3974000078847,1512.8012999960577,0.5877267216136169,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-06,Togo,Benin,0,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,88,lose,Friendly,449,200,88,0,1,1,0,20,1555.0815520364379,1464.710201677649,0.7494846392514823,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-09,Kuwait,Lebanon,0,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,89,draw,Friendly,524,341,89,0.5,0.5,0,0,20,1500,1492.8012999960577,0.6495553605639253,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-11,Saudi Arabia,Tanzania,8,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,90,win,Friendly,557,250,90,1,0,0,8,20,1500,1461.5601391193977,0.6893160892457433,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-12,Syria,Oman,3,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,91,win,Friendly,359,413,91,1,0,0,3,20,1500,1500,0.6400649998028851,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-13,Bahrain,Libya,2,2,Friendly,FALSE,FALSE,TRUE,NA,NA,NA,1998,9,92,draw,Friendly,220,134,92,0.5,0.5,2,2,20,1500,1443.013998677871,0.5812818651707066,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-13,Kuwait,Korea DPR,4,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,93,win,Friendly,524,105,93,1,0,0,4,20,1497.0088927887216,1500,0.6360887494571374,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-14,Saudi Arabia,Sudan,2,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,94,win,Friendly,557,241,94,1,0,1,2,20,1514.7574857608272,1500,0.65939452615197,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-15,Syria,Oman,0,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,95,draw,Friendly,359,413,95,0.5,0.5,0,0,20,1512.597725006899,1487.402274993101,0.6727573878824823,NA,NA,NA,0,0,NA,NA,NA,0,0
1998-09-16,Egypt,Ivory Coast,0,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1998,9,96,draw,Friendly,572,553,96,0.5,0.5,0,0,20,1500,1495.7531403872888,0.6456776200115671,NA,NA,NA,0,0,NA,NA,NA,0,0
