date,team_1,team_2,team_1_goals,team_2_goals,tournament,is_team_1_home,is_team_2_home,is_neutral,team_1_betfair_odds,draw_betfair_odds,team_2_betfair_odds,year,month,team_1_fifa,team_2_fifa,match_id,avg_odds_home_win,avg_odds_draw,avg_odds_away_win
2001-03-24,Malta,Denmark,0,5,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,5.1,2.44,2.44,2001,3,322,619,NA,NA,NA,NA
2001-03-24,Norway,Poland,2,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.9,3.7,4.5,2001,3,670,595,NA,NA,NA,NA
2001-03-24,Romania,Italy,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,3.2,3.3,2.48,2001,3,680,735,NA,NA,NA,NA
2001-03-24,Scotland,Belgium,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.56,3.2,3.2,2001,3,606,615,NA,NA,NA,NA
2001-03-28,Albania,England,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,7.2,15.5,1.24,2001,3,476,659,NA,NA,NA,NA
2001-03-28,Andorra,Ireland,0,3,World Cup 2002 Qualifiers,FALSE,FALSE,TRUE,1.05,19,140,2001,3,245,590,NA,NA,NA,NA
2001-03-28,Belarus,Norway,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,3.4,3.45,2.32,2001,3,423,670,NA,NA,NA,NA
2001-03-28,Italy,Lithuania,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.14,11.5,21,2001,3,735,453,NA,NA,NA,NA
2001-03-28,Slovakia,Azerbaijan,3,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.31,8,8,2001,3,620,346,NA,NA,NA,NA
2001-03-28,Spain,France,2,1,Friendly,TRUE,FALSE,FALSE,2.78,3.05,3.05,2001,3,727,797,NA,NA,NA,NA
2001-03-28,Wales,Ukraine,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.94,3.9,4.1,2001,3,383,584,NA,NA,NA,NA
2001-04-25,Croatia,Greece,2,2,Friendly,TRUE,FALSE,FALSE,1.59,4.3,6.6,2001,4,665,564,NA,NA,NA,NA
2001-04-25,France,Portugal,4,0,Friendly,TRUE,FALSE,FALSE,1.39,5.2,9.6,2001,4,792,735,NA,NA,NA,NA
2001-04-25,Hungary,Finland,0,0,Friendly,TRUE,FALSE,FALSE,1.85,4.1,4.3,2001,4,559,529,NA,NA,NA,NA
2001-04-25,Italy,South Africa,1,0,Friendly,TRUE,FALSE,FALSE,1.23,7.4,15,2001,4,750,630,NA,NA,NA,NA
2001-04-25,Malta,Iceland,1,4,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.56,4.1,7.8,2001,4,319,537,NA,NA,NA,NA
2001-04-25,Netherlands,Cyprus,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.08,14.5,48,2001,4,709,514,NA,NA,NA,NA
2001-04-25,Poland,Scotland,1,1,Friendly,TRUE,FALSE,FALSE,7.6,1.41,5.8,2001,4,627,627,NA,NA,NA,NA
2001-04-25,Spain,Japan,1,0,Friendly,TRUE,FALSE,FALSE,1.19,8.4,18.5,2001,4,725,572,NA,NA,NA,NA
2001-04-25,Switzerland,Sweden,0,2,Friendly,TRUE,FALSE,FALSE,2.74,3.5,2.74,2001,4,540,645,NA,NA,NA,NA
2001-04-25,Turkey,Albania,0,2,Friendly,TRUE,FALSE,FALSE,1.37,5,12,2001,4,620,473,NA,NA,NA,NA
2001-05-25,England,Mexico,4,0,Friendly,TRUE,FALSE,FALSE,1.38,5.3,9.8,2001,5,673,680,NA,NA,NA,NA
2001-05-29,Germany,Slovakia,2,0,Friendly,TRUE,FALSE,FALSE,1.42,5.1,8.8,2001,5,711,623,NA,NA,NA,NA
2001-06-02,Armenia,Belarus,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.68,3.15,3.15,2001,6,450,480,NA,NA,NA,NA
2001-06-02,Denmark,Czech Republic,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,3.1,3,2.76,2001,6,665,726,NA,NA,NA,NA
2001-06-02,Estonia,Netherlands,2,4,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,17,8.6,1.19,2001,6,499,718,NA,NA,NA,NA
2001-06-02,Finland,Germany,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,6,3.2,1.86,2001,6,545,720,NA,NA,NA,NA
2001-06-02,Greece,Albania,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.6,3.95,7.4,2001,6,558,476,NA,NA,NA,NA
2001-06-02,Iceland,Malta,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.2,7.4,23,2001,6,565,316,NA,NA,NA,NA
2001-06-02,Ireland,Portugal,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.8,3.45,2.7,2001,6,641,734,NA,NA,NA,NA
2001-06-02,Macedonia,Moldova,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,4.7,2.5,2.5,2001,6,501,424,NA,NA,NA,NA
2001-06-02,Romania,Hungary,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.69,3.8,6.4,2001,6,696,561,NA,NA,NA,NA
2001-06-02,Sweden,Slovakia,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.61,3.65,8.4,2001,6,657,616,NA,NA,NA,NA
2001-06-02,Wales,Poland,1,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,3.45,3.35,2.36,2001,6,417,638,NA,NA,NA,NA
2001-06-03,Argentina,Colombia,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.31,5.7,13,2001,6,771,660,NA,NA,NA,NA
2001-06-03,Bolivia,Venezuela,5,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.14,7.8,2.38,2001,6,515,386,NA,NA,NA,NA
2001-06-06,Albania,Germany,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,10,4,1.51,2001,6,476,720,NA,NA,NA,NA
2001-06-06,Armenia,Poland,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,7,4.1,1.59,2001,6,450,638,NA,NA,NA,NA
2001-06-06,Azerbaijan,Slovakia,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,11.5,6.2,1.3,2001,6,356,616,NA,NA,NA,NA
2001-06-06,Denmark,Malta,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.08,14,48,2001,6,665,316,NA,NA,NA,NA
2001-06-06,Greece,England,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,6.4,3.95,1.65,2001,6,558,693,NA,NA,NA,NA
2001-06-06,Hungary,Georgia,4,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,8,4.6,1.5,2001,6,561,498,NA,NA,NA,NA
2001-06-06,Iceland,Bulgaria,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.64,3.45,2.9,2001,6,565,578,NA,NA,NA,NA
2001-06-06,Israel,Spain,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,6,4,1.66,2001,6,589,733,NA,NA,NA,NA
2001-06-06,Norway,Belarus,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.74,3.75,5.8,2001,6,660,480,NA,NA,NA,NA
2001-06-06,Portugal,Cyprus,6,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.11,12,30,2001,6,734,506,NA,NA,NA,NA
2001-06-06,San Marino,Belgium,1,4,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,60,19,1.06,2001,6,213,626,NA,NA,NA,NA
2001-06-06,Sweden,Moldova,6,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.15,9.8,26,2001,6,657,424,NA,NA,NA,NA
2001-06-06,Switzerland,Slovenia,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.18,3.6,3.6,2001,6,540,600,NA,NA,NA,NA
2001-06-06,Turkey,Macedonia,3,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.29,6.2,13,2001,6,613,501,NA,NA,NA,NA
2001-06-06,Ukraine,Wales,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,12,4.7,1.4,2001,6,583,417,NA,NA,NA,NA
2001-07-11,Ecuador,Chile,1,4,Copa America 2001,FALSE,FALSE,TRUE,2.08,3.4,4.2,2001,7,571,619,NA,NA,NA,NA
2001-07-12,Brazil,Mexico,0,1,Copa America 2001,FALSE,FALSE,TRUE,1.6,4,7,2001,7,795,687,NA,NA,NA,NA
2001-07-12,Peru,Paraguay,3,3,Copa America 2001,FALSE,FALSE,TRUE,1.68,4.3,5.3,2001,7,560,711,NA,NA,NA,NA
2001-07-13,Bolivia,Uruguay,0,1,Copa America 2001,FALSE,FALSE,TRUE,4.7,3.5,1.94,2001,7,516,620,NA,NA,NA,NA
2001-08-15,Austria,Switzerland,1,2,Friendly,TRUE,FALSE,FALSE,2.24,3.55,3.55,2001,8,581,549,NA,NA,NA,NA
2001-08-15,Brazil,Paraguay,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,7.8,4.3,1.54,2001,8,808,703,NA,NA,NA,NA
2001-08-15,Bulgaria,Macedonia,1,0,Friendly,TRUE,FALSE,FALSE,1.57,4.4,6.8,2001,8,581,489,NA,NA,NA,NA
2001-08-15,Ecuador,Argentina,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.22,3.45,3.65,2001,8,583,783,NA,NA,NA,NA
2001-08-15,England,Netherlands,0,2,Friendly,TRUE,FALSE,FALSE,2.1,3.5,4,2001,8,675,705,NA,NA,NA,NA
2001-08-15,Finland,Belgium,4,1,Friendly,TRUE,FALSE,FALSE,2.64,3.6,2.78,2001,8,552,622,NA,NA,NA,NA
2001-08-15,France,Denmark,1,0,Friendly,TRUE,FALSE,FALSE,1.4,4.6,12,2001,8,812,663,NA,NA,NA,NA
2001-08-15,Latvia,Ukraine,0,1,Friendly,TRUE,FALSE,FALSE,2.14,3.65,3.65,2001,8,450,583,NA,NA,NA,NA
2001-08-15,Portugal,Moldova,3,0,Friendly,TRUE,FALSE,FALSE,1.21,10.5,10.5,2001,8,714,422,NA,NA,NA,NA
2001-08-15,Slovakia,Iran,3,4,Friendly,TRUE,FALSE,FALSE,1.87,4.2,4.2,2001,8,601,585,NA,NA,NA,NA
2001-09-01,Albania,Finland,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,3.7,3.4,2.22,2001,9,472,576,NA,NA,NA,NA
2001-09-01,Andorra,Portugal,1,7,World Cup 2002 Qualifiers,FALSE,FALSE,TRUE,65,16,1.07,2001,9,263,732,NA,NA,NA,NA
2001-09-01,Belarus,Ukraine,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.56,3.4,3.05,2001,9,487,617,NA,NA,NA,NA
2001-09-01,Bosnia-Herzegovina,Israel,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.88,3.6,2.56,2001,9,505,590,NA,NA,NA,NA
2001-09-01,Denmark,Northern Ireland,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.2,8.4,16,2001,9,664,446,NA,NA,NA,NA
2001-09-01,Germany,England,1,5,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.32,3.15,3.75,2001,9,708,712,NA,NA,NA,NA
2001-09-01,Iceland,Czech Republic,3,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,4.4,3.35,2.06,2001,9,576,704,NA,NA,NA,NA
2001-09-01,Lithuania,Italy,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,15,9,1.2,2001,9,456,737,NA,NA,NA,NA
2001-09-01,Moldova,Azerbaijan,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.06,3.8,3.8,2001,9,440,389,NA,NA,NA,NA
2001-09-01,Poland,Norway,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.68,3.95,6,2001,9,634,650,NA,NA,NA,NA
2001-09-01,Scotland,Croatia,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.76,3.15,2.96,2001,9,586,674,NA,NA,NA,NA
2001-09-01,Slovakia,Turkey,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.54,3.25,3.25,2001,9,598,616,NA,NA,NA,NA
2001-09-01,Slovenia,Russia,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.84,3.3,2.78,2001,9,622,648,NA,NA,NA,NA
2001-09-01,Spain,Austria,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,70,5.2,1.24,2001,9,730,585,NA,NA,NA,NA
2001-09-05,Argentina,Brazil,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.52,3.3,3.2,2001,9,794,799,NA,NA,NA,NA
2001-09-05,Belarus,Poland,4,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.74,3.45,2.74,2001,9,487,634,NA,NA,NA,NA
2001-09-05,Belgium,Scotland,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.93,3.7,4.4,2001,9,643,586,NA,NA,NA,NA
2001-09-05,Bulgaria,Denmark,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.56,3.2,3.2,2001,9,586,664,NA,NA,NA,NA
2001-09-05,Cyprus,Portugal,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.25,9.2,9.2,2001,9,499,732,NA,NA,NA,NA
2001-09-05,England,Albania,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.12,11,30,2001,9,712,472,NA,NA,NA,NA
2001-09-05,Hungary,Romania,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,3.05,3.45,2.54,2001,9,540,695,NA,NA,NA,NA
2001-09-05,Netherlands,Estonia,5,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.92,12,1.7,2001,9,717,491,NA,NA,NA,NA
2001-09-05,Norway,Wales,3,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,8,3.75,1.6,2001,9,650,428,NA,NA,NA,NA
2001-09-05,Turkey,Sweden,1,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.42,3,3.75,2001,9,616,673,NA,NA,NA,NA
2001-10-06,Armenia,Norway,1,4,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,3.4,3.5,2.3,2001,10,448,658,NA,NA,NA,NA
2001-10-06,Croatia,Belgium,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.1,3.15,4.6,2001,10,685,625,NA,NA,NA,NA
2001-10-06,Czech Republic,Bulgaria,6,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.68,4.4,5.3,2001,10,713,576,NA,NA,NA,NA
2001-10-06,Denmark,Iceland,6,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,15.5,6.2,1.26,2001,10,682,563,NA,NA,NA,NA
2001-10-06,England,Greece,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.18,7.8,26,2001,10,716,556,NA,NA,NA,NA
2001-10-06,Germany,Finland,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.46,5,8,2001,10,695,583,NA,NA,NA,NA
2001-10-06,Italy,Hungary,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.15,9.8,24,2001,10,739,532,NA,NA,NA,NA
2001-10-06,Malta,Northern Ireland,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,6.2,3.9,1.67,2001,10,313,465,NA,NA,NA,NA
2001-10-06,Moldova,Turkey,0,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,5.4,3.6,1.81,2001,10,437,624,NA,NA,NA,NA
2001-10-06,Netherlands,Andorra,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.01,80,100,2001,10,724,273,NA,NA,NA,NA
2001-10-06,Poland,Ukraine,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.52,4.1,2.72,2001,10,632,596,NA,NA,NA,NA
2001-10-06,Portugal,Estonia,5,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,50,12,1.1,2001,10,739,485,NA,NA,NA,NA
2001-10-06,Russia,Switzerland,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.71,4.7,4.7,2001,10,660,543,NA,NA,NA,NA
2001-10-06,Scotland,Latvia,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.27,5.8,17,2001,10,589,449,NA,NA,NA,NA
2001-10-06,Venezuela,Peru,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,3,3.7,2.42,2001,10,467,594,NA,NA,NA,NA
2001-10-06,Wales,Belarus,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,3.1,3.7,2.38,2001,10,441,470,NA,NA,NA,NA
2001-10-07,Brazil,Chile,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.28,6.6,12,2001,10,799,609,NA,NA,NA,NA
2001-10-07,Costa Rica,Mexico,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.32,3.4,3.5,2001,10,630,709,NA,NA,NA,NA
2001-10-07,Macedonia,Slovakia,0,5,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.72,3.65,2.66,2001,10,474,604,NA,NA,NA,NA
2001-10-07,Paraguay,Argentina,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.52,3.75,2.86,2001,10,705,796,NA,NA,NA,NA
2001-10-07,Sweden,Azerbaijan,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.09,13,46,2001,10,678,393,NA,NA,NA,NA
2001-10-07,USA,Jamaica,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.41,4.9,10.5,2001,10,670,568,NA,NA,NA,NA
2001-11-07,Bolivia,Brazil,3,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,8.8,3.9,1.55,2001,11,522,797,NA,NA,NA,NA
2001-11-10,Austria,Turkey,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.78,3.4,2.78,2001,11,561,660,NA,NA,NA,NA
2001-11-10,Belgium,Czech Republic,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.52,3.75,2.84,2001,11,666,699,NA,NA,NA,NA
2001-11-10,England,Sweden,1,1,Friendly,TRUE,FALSE,FALSE,1.72,3.55,6.6,2001,11,712,676,NA,NA,NA,NA
2001-11-10,Ireland,Iran,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.38,5.2,10.5,2001,11,672,640,NA,NA,NA,NA
2001-11-10,Slovenia,Romania,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.6,3.2,3.1,2001,11,648,687,NA,NA,NA,NA
2001-11-10,Ukraine,Germany,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.72,3.35,2.86,2001,11,595,710,NA,NA,NA,NA
2001-11-11,Australia,France,1,1,Friendly,TRUE,FALSE,FALSE,4.4,3.45,2.02,2001,11,581,811,NA,NA,NA,NA
2001-11-14,Brazil,Venezuela,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,11,10,1.22,2001,11,797,493,NA,NA,NA,NA
2001-11-14,Czech Republic,Belgium,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.6,3.75,8,2001,11,699,666,NA,NA,NA,NA
2001-11-14,Germany,Ukraine,4,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.64,4.1,6.4,2001,11,710,595,NA,NA,NA,NA
2001-11-14,Paraguay,Colombia,0,4,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.54,3.7,2.86,2001,11,694,736,NA,NA,NA,NA
2001-11-14,Romania,Slovenia,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.67,3.65,7,2001,11,687,648,NA,NA,NA,NA
2001-11-14,Turkey,Austria,5,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.54,3.9,9,2001,11,660,561,NA,NA,NA,NA
2001-11-14,Uruguay,Argentina,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.26,3.45,3.55,2001,11,656,798,NA,NA,NA,NA
2001-11-20,Australia,Uruguay,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,2.24,3.2,3.9,2001,11,581,656,NA,NA,NA,NA
2001-11-25,Uruguay,Australia,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE,1.61,4.3,6.2,2001,11,656,581,NA,NA,NA,NA
2002-01-20,Cameroon,Congo DR,1,0,African Cup of Nations 2002,FALSE,FALSE,TRUE,1.39,5,10,2002,1,614,508,NA,NA,NA,NA
2002-01-21,Algeria,Nigeria,0,1,African Cup of Nations 2002,FALSE,FALSE,TRUE,6.4,3.8,1.68,2002,1,511,604,NA,NA,NA,NA
2002-01-21,Morocco,Ghana,0,0,African Cup of Nations 2002,FALSE,FALSE,TRUE,4.9,3.45,1.92,2002,1,619,549,NA,NA,NA,NA
2002-01-21,Togo,Ivory Coast,0,0,African Cup of Nations 2002,FALSE,FALSE,TRUE,1.95,3.7,4.3,2002,1,525,596,NA,NA,NA,NA
2002-01-21,Zambia,Tunisia,0,0,African Cup of Nations 2002,FALSE,FALSE,TRUE,1.66,3.7,6.8,2002,1,543,649,NA,NA,NA,NA
2002-01-24,Mali,Nigeria,0,0,African Cup of Nations 2002,TRUE,FALSE,FALSE,7.2,3.85,1.62,2002,1,419,604,NA,NA,NA,NA
